"X","Merchant.Category.Code","POS.Entry.Mode","POS_DATA","PROCESSING_CODE","Response.Code","Transaction.Amount"
"7492","5399",810,"00S000100000",0,0,350
"7493","5399",810,"00S000100000",0,0,2000
"7494","7922",812,"00S000100000",3000,0,19.12
"7495","5399",810,"00S000100000",0,0,300
"7496","4814",810,"00S000100000",0,0,10000
"7497","4900",812,"00S000100000",3000,0,6506
"7498","5399",810,"00S000100000",0,0,500
"7499","5399",812,"00S000100000",3000,0,1187
"7500","4814",810,"00S000100000",0,0,102
"7501","5814",810,"00S000100000",0,116,261
"7502","6540",810,"00S000100000",0,0,3000
"7503","5411",810,"00S000100000",0,0,776
"7504","4112",810,"00S000100000",0,0,3957.31
"7505","4112",810,"00S000100000",0,0,3686.68
"7506","4814",810,"00S000100000",0,0,1000
"7507","4900",810,"00S000100000",0,0,1198.82
"7508","7922",812,"00S000100000",3000,0,1011.44
"7509","6012",810,"00S000100000",0,100,1000
"7510","5651",810,"00S000100000",0,0,469.7
"7511","4121",810,"00S000100000",0,0,599
"7512","4900",812,"00S000100000",3000,100,5662.73
"7513","9399",810,"00S000100000",0,0,1400
"7514","5734",810,"00S000100000",0,0,349.99
"7515","5734",810,"00S000100000",0,0,349.99
"7516","4900",810,"00S000100000",0,0,450
"7517","5732",810,"00S000100000",0,0,39999
"7518","7399",810,"00S000100000",0,0,489
"7519","9399",812,"00S000100000",3000,0,255
"7520","9399",812,"00S000100000",3000,0,255
"7521","9399",812,"00S000100000",3000,0,255
"7522","9399",812,"00S000100000",3000,0,255
"7523","9399",810,"00S000100000",0,0,814
"7524","4814",810,"00S000100000",0,0,100
"7525","5999",812,"00S000100000",0,0,768
"7526","4814",810,"00S000100000",0,0,529
"7527","4814",810,"00S000100000",0,0,588
"7528","4121",810,"00S000100000",0,0,47.25
"7529","4722",812,"00S000100000",3000,0,3605
"7530","5399",810,"00S000100000",0,0,70
"7531","5399",812,"00S000100000",3000,100,2138
"7532","5812",810,"00S000100000",0,0,153.36
"7533","4121",810,"00S000100000",0,0,1
"7534","4121",810,"00S000100000",0,0,1
"7535","5812",810,"00S000100000",0,0,258
"7536","7011",810,"00S000100000",0,0,195
"7537","5812",810,"00S000100000",0,0,372
"7538","6540",810,"00S000100000",0,0,980.55
"7539","4814",810,"00S000100000",0,0,399
"7540","4814",810,"00S000100000",0,0,399
"7541","5399",810,"00S000100000",0,0,100
"7542","5399",810,"00S000100000",0,0,274
"7543","5399",812,"00S000100000",3000,0,999
"7544","5812",810,"00S000100000",0,0,220
"7545","5941",810,"00S000100000",0,0,1799
"7546","4900",812,"00S000100000",3000,0,942.82
"7547","4121",810,"00S000100000",0,0,77
"7548","9399",810,"00S000100000",0,0,1020.9
"7549","9399",810,"00S000100000",0,0,1020.9
"7550","5968",810,"00S000100000",0,100,110
"7551","5968",810,"00S000100000",0,100,110
"7552","5812",810,"00S000100000",0,0,100
"7553","4112",812,"00S000100000",0,0,434.03
"7554","4814",810,"00S000100000",0,0,1000
"7555","4121",810,"00S000100000",0,0,635.28
"7556","8398",812,"00S000100000",0,0,285
"7557","4814",810,"00S000100000",0,0,24
"7558","4814",810,"00S000100000",0,0,1550
"7559","5812",812,"00S000100000",3000,0,115
"7560","5814",810,"00S000100000",0,0,81.35
"7561","4814",810,"00S000100000",0,0,279
"7562","4814",810,"00S000100000",0,0,475.32
"7563","4814",810,"00S000100000",0,0,5000
"7564","5399",810,"00S000100000",0,0,500
"7565","5399",810,"00S000100000",0,0,22361
"7566","4900",812,"00S000100000",3000,0,3677
"7567","4814",810,"00S000100000",0,0,1178.82
"7568","5399",810,"00S000100000",0,0,162
"7569","7832",810,"00S000100000",0,0,445.46
"7570","5399",810,"00S000100000",0,0,1000
"7571","5735",810,"00S000100000",0,100,76
"7572","4814",812,"00S000100000",3000,0,10300
"7573","5399",810,"00S000100000",0,0,99
"7574","4814",810,"00S000100000",0,0,19
"7575","6540",810,"00S000100000",0,0,19
"7576","5399",810,"00S000100000",0,0,350
"7577","5814",810,"00S000100000",0,0,164
"7578","4814",810,"00S000100000",0,0,1119.82
"7579","4814",810,"00S000100000",0,0,5000
"7580","4814",810,"00S000100000",0,0,5000
"7581","5399",810,"00S000100000",0,0,1100
"7582","5399",810,"00S000100000",0,0,300
"7583","5399",810,"00S000100000",0,0,5000
"7584","4814",810,"00S000100000",0,0,630
"7585","6540",810,"00S000100000",0,0,100
"7586","4121",810,"00S000100000",0,0,101.04
"7587","4812",812,"00S000100000",3000,0,241
"7588","4812",812,"00S000100000",3000,0,59
"7589","4812",812,"00S000100000",3000,0,429
"7590","4812",810,"00S000100000",0,0,232
"7591","4812",812,"00S000100000",3000,0,180
"7592","5399",812,"00S000100000",3000,0,1028
"7593","9399",810,"00S000100000",0,0,751
"7594","4112",810,"00S000100000",0,0,990.6
"7595","4111",810,"00S000100000",0,0,7808
"7596","4814",810,"00S000100000",0,0,3000
"7597","5734",810,"00S000100000",0,0,349.99
"7598","5734",810,"00S000100000",0,0,349.99
"7599","5734",810,"00S000100000",0,0,349.99
"7600","5734",810,"00S000100000",0,0,349.99
"7601","5960",810,"00S000100000",0,0,7967.32
"7602","4722",812,"00S000100000",3000,0,7756
"7603","4814",810,"00S000100000",0,0,502.89
"7604","4814",810,"00S000100000",0,0,3000
"7605","4814",810,"00S000100000",0,0,5000
"7606","4814",810,"00S000100000",0,0,5000
"7607","7993",810,"00S000100000",0,0,2000
"7608","7993",810,"00S000100000",0,0,2000
"7609","4814",810,"00S000100000",0,0,470
"7610","4814",810,"00S000100000",0,0,200
"7611","4121",810,"00S000100000",0,0,89.89
"7612","4121",810,"00S000100000",0,0,298
"7613","7512",810,"00S000100000",0,0,900
"7614","4814",810,"00S000100000",0,0,57
"7615","4814",810,"00S000100000",0,0,500
"7616","5965",812,"00S000100000",0,0,750
"7617","4121",810,"00S000100000",0,0,252
"7618","7832",810,"00S000100000",0,0,304.06
"7619","4814",812,"00S000100000",3000,0,10500
"7620","4112",810,"00S000100000",0,0,2450
"7621","4814",810,"00S000100000",0,100,50
"7622","5399",810,"00S000100000",0,0,50
"7623","5735",810,"00S000100000",0,100,75
"7624","5814",812,"00S000100000",3000,0,633
"7625","5699",810,"00S000100000",0,100,1299
"7626","5699",810,"00S000100000",0,100,1299
"7627","4814",810,"00S000100000",0,0,1500
"7628","5399",810,"00S000100000",0,0,350
"7629","6540",810,"00S000100000",0,0,5000
"7630","4900",810,"00S000100000",0,0,1950
"7631","4112",810,"00S000100000",0,0,1625
"7632","5735",810,"00S000100000",0,100,75
"7633","7922",812,"00S000100000",3000,0,755.58
"7634","4900",810,"00S000100000",0,0,100
"7635","4900",810,"00S000100000",0,0,1890
"7636","4900",812,"00S000100000",3000,0,294
"7637","4900",812,"00S000100000",3000,0,283
"7638","4900",810,"00S000100000",0,0,110
"7639","4112",810,"00S000100000",0,0,7843.12
"7640","5399",812,"00S000100000",3000,0,1000
"7641","4814",810,"00S000100000",0,0,385
"7642","4814",810,"00S000100000",0,0,2500
"7643","4814",810,"00S000100000",0,116,1620
"7644","4814",810,"00S000100000",0,116,1610.47
"7645","5399",810,"00S000100000",0,0,662
"7646","8299",810,"00S000100000",0,0,15325.55
"7647","5814",812,"00S000100000",0,0,55
"7648","7993",810,"00S000100000",0,100,2000
"7649","4121",810,"00S000100000",0,0,10.32
"7650","9399",810,"00S000100000",0,0,315.58
"7651","4112",812,"00S000100000",0,0,102.12
"7652","7993",810,"00S000100000",0,0,2000
"7653","4814",810,"00S000100000",0,0,132
"7654","5399",810,"00S000100000",0,0,118
"7655","5399",812,"00S000100000",3000,0,289
"7656","4814",810,"00S000100000",0,0,525.93
"7657","4131",810,"00S000100000",0,0,379.05
"7658","4814",810,"00S000100000",0,0,500
"7659","5399",810,"00S000100000",0,0,7500
"7660","5969",812,"00S000100000",3000,0,4325
"7661","4814",810,"00S000100000",0,0,2000
"7662","5812",810,"00S000100000",0,0,819
"7663","4814",810,"00S000100000",0,100,350
"7664","5399",810,"00S000100000",0,0,1000
"7665","4814",810,"00S000100000",0,0,1060.82
"7666","5399",810,"00S000100000",0,0,735.93
"7667","5399",810,"00S000100000",0,191,735.93
"7668","5814",810,"00S000100000",0,0,85
"7669","5812",810,"00S000100000",0,0,150
"7670","5812",810,"00S000100000",0,0,72.5
"7671","5812",812,"00S000100000",3000,0,134
"7672","5812",810,"00S000100000",0,0,85
"7673","5399",810,"00S000100000",0,0,500
"7674","7922",810,"00S000100000",0,0,898.5
"7675","5399",810,"00S000100000",0,0,3225
"7676","5735",810,"00S000100000",0,100,1199
"7677","5399",812,"00S000100000",3000,0,177
"7678","5399",810,"00S000100000",0,0,2000
"7679","4814",810,"00S000100000",0,0,100
"7680","4814",810,"00S000100000",0,0,9000
"7681","4814",812,"00S000100000",3000,0,15000
"7682","4112",810,"00S000100000",0,0,1072.3
"7683","5815",810,"00S000100000",0,0,41
"7684","4900",810,"00S000100000",0,0,8947.31
"7685","5399",810,"00S000100000",0,0,7712
"7686","5399",812,"00S000100000",3000,0,377.92
"7687","4121",810,"00S000100000",0,0,352.31
"7688","4121",810,"00S000100000",0,0,163.9
"7689","5399",810,"00S000100000",0,0,1000
"7690","4121",810,"00S000100000",0,0,1
"7691","4112",810,"00S000100000",0,0,357.43
"7692","7311",810,"00S000100000",0,0,1249
"7693","7399",810,"00S000100000",0,0,801
"7694","5735",810,"00S000100000",0,100,75
"7695","4900",810,"00S000100000",0,0,450
"7696","4814",810,"00S000100000",0,0,100
"7697","8211",810,"00S000100000",0,0,6535
"7698","8211",810,"00S000100000",0,0,6535
"7699","4814",810,"00S000100000",0,0,550
"7700","5399",810,"00S000100000",0,0,179
"7701","4814",810,"00S000100000",0,0,930
"7702","5814",810,"00S000100000",0,0,221
"7703","4121",810,"00S000100000",0,0,1
"7704","4814",810,"00S000100000",0,0,5000
"7705","4814",810,"00S000100000",0,0,9000
"7706","4121",810,"00S000100000",0,0,299.51
"7707","5399",810,"00S000100000",0,0,300
"7708","7922",812,"00S000100000",3000,0,254.43
"7709","4814",810,"00S000100000",0,0,210
"7710","5399",810,"00S000100000",0,0,500
"7711","4814",810,"00S000100000",0,0,2000
"7712","5399",810,"00S000100000",0,0,5000
"7713","5732",810,"00S000100000",0,0,498
"7714","4814",810,"00S000100000",0,0,300
"7715","7399",810,"00S000100000",0,191,184
"7716","7399",810,"00S000100000",0,0,184
"7717","5812",810,"00S000100000",0,0,633.25
"7718","4812",810,"00S000100000",0,0,399
"7719","4722",812,"00S000100000",3000,0,3010
"7720","4814",810,"00S000100000",0,0,500
"7721","4814",810,"00S000100000",0,0,5000
"7722","5399",810,"00S000100000",0,0,2000
"7723","4121",810,"00S000100000",0,0,140.48
"7724","4121",810,"00S000100000",0,0,194.52
"7725","4121",810,"00S000100000",0,0,357
"7726","8299",810,"00S000100000",0,0,43572.71
"7727","4814",810,"00S000100000",0,0,200
"7728","5399",810,"00S000100000",0,116,6000
"7729","4814",810,"00S000100000",0,116,5000
"7730","4814",810,"00S000100000",0,116,5200
"7731","5399",810,"00S000100000",0,0,100
"7732","5399",812,"00S000100000",3000,0,398
"7733","5399",810,"00S000100000",0,0,752.34
"7734","4814",810,"00S000100000",0,0,57
"7735","5399",810,"00S000100000",0,0,400
"7736","4131",810,"00S000100000",0,0,405
"7737","4814",810,"00S000100000",0,0,603
"7738","4814",810,"00S000100000",0,0,888
"7739","4814",810,"00S000100000",0,0,2000
"7740","5310",810,"00S000100000",0,0,299
"7741","4814",810,"00S000100000",0,0,50
"7742","4814",810,"00S000100000",0,0,199
"7743","4814",810,"00S000100000",0,100,50
"7744","4814",812,"00S000100000",3000,0,700
"7745","4112",810,"00S000100000",0,0,393.18
"7746","4814",810,"00S000100000",0,0,2000
"7747","4112",810,"00S000100000",0,0,347.22
"7748","4121",810,"00S000100000",0,191,267
"7749","4121",810,"00S000100000",0,191,267
"7750","4121",810,"00S000100000",0,0,275.65
"7751","4121",810,"00S000100000",0,0,118.51
"7752","5399",810,"00S000100000",0,191,4
"7753","5399",812,"00S000100000",3000,191,659
"7754","5399",812,"00S000100000",3000,191,659
"7755","5399",810,"00S000100000",0,0,5000
"7756","4814",810,"00S000100000",0,0,200
"7757","5399",810,"00S000100000",0,0,3000
"7758","4814",810,"00S000100000",0,0,7000
"7759","4814",810,"00S000100000",0,0,10000
"7760","4814",810,"00S000100000",0,0,500
"7761","6300",812,"00S000100000",3000,0,5620.92
"7762","4812",812,"00S000100000",3000,0,246
"7763","7399",810,"00S000100000",0,0,784
"7764","4121",810,"00S000100000",0,0,309.47
"7765","4121",810,"00S000100000",0,0,621.42
"7766","4814",810,"00S000100000",0,191,500
"7767","5399",810,"00S000100000",0,0,500
"7768","4121",810,"00S000100000",0,0,567.91
"7769","7922",812,"00S000100000",3000,0,393.92
"7770","4814",810,"00S000100000",0,0,373
"7771","5399",812,"00S000100000",3000,0,899
"7772","7399",810,"00S000100000",0,0,899
"7773","4814",812,"00S000100000",3000,0,10000
"7774","7011",810,"00S000100000",0,0,70
"7775","5812",812,"00S000100000",3000,0,107.73
"7776","4131",810,"00S000100000",0,0,415
"7777","5399",810,"00S000100000",0,100,100
"7778","5399",810,"00S000100000",0,0,203
"7779","4722",810,"00S000100000",0,0,2487
"7780","5399",810,"00S000100000",0,0,97
"7781","5735",810,"00S000100000",0,100,1499
"7782","4814",810,"00S000100000",0,0,20000
"7783","5735",810,"00S000100000",0,100,75
"7784","5735",810,"00S000100000",0,100,75
"7785","5735",810,"00S000100000",0,100,190
"7786","5399",810,"00S000100000",0,0,500
"7787","4814",810,"00S000100000",0,0,514
"7788","4814",810,"00S000100000",0,0,64
"7789","4814",810,"00S000100000",0,0,500
"7790","4814",810,"00S000100000",0,116,12000
"7791","4814",810,"00S000100000",0,0,11700
"7792","5735",810,"00S000100000",0,0,18
"7793","5399",812,"00S000100000",3000,0,452.5
"7794","5735",810,"00S000100000",0,100,75
"7795","5812",810,"00S000100000",0,0,211.62
"7796","4812",810,"00S000100000",0,0,330
"7797","4814",810,"00S000100000",0,0,1257
"7798","5399",810,"00S000100000",0,0,5000
"7799","4900",810,"00S000100000",0,0,4850
"7800","4814",810,"00S000100000",0,0,1000
"7801","5968",810,"00S000100000",0,0,14.95
"7802","4900",810,"00S000100000",0,0,409.05
"7803","5814",810,"00S000100000",0,0,192
"7804","4814",810,"00S000100000",0,0,273
"7805","5399",810,"00S000100000",0,0,400
"7806","7399",812,"00S000100000",0,100,75
"7807","4722",812,"00S000100000",3000,116,12740
"7808","4722",810,"00S000100000",0,116,12740
"7809","4121",810,"00S000100000",0,0,2855
"7810","4814",810,"00S000100000",0,0,700
"7811","5964",810,"00S000100000",0,0,4893.82
"7812","7922",812,"00S000100000",3000,0,234.78
"7813","5399",810,"00S000100000",0,0,850
"7814","5999",810,"00S000100000",0,0,650
"7815","4814",810,"00S000100000",0,0,600
"7816","9399",810,"00S000100000",0,0,6540
"7817","4814",810,"00S000100000",0,0,411
"7818","4900",810,"00S000100000",0,0,3600
"7819","7922",812,"00S000100000",3000,0,1291.68
"7820","4900",810,"00S000100000",0,0,1740
"7821","5411",812,"00S000100000",3000,0,1634
"7822","4814",810,"00S000100000",0,0,1157
"7823","4814",810,"00S000100000",0,0,399
"7824","4814",810,"00S000100000",0,0,2000
"7825","4814",810,"00S000100000",0,0,5000
"7826","4789",812,"00S000100000",3000,0,28061
"7827","4814",810,"00S000100000",0,0,1000
"7828","4814",812,"00S000100000",3000,0,5000
"7829","5399",810,"00S000100000",0,0,5000
"7830","6012",810,"00S000100000",0,100,10000
"7831","6012",810,"00S000100000",0,100,500
"7832","4814",810,"00S000100000",0,0,700
"7833","9399",810,"00S000100000",0,0,1050
"7834","7832",810,"00S000100000",0,100,1958.89
"7835","5735",810,"00S000100000",0,100,75
"7836","4814",810,"00S000100000",0,0,149
"7837","5814",810,"00S000100000",0,0,682
"7838","5399",810,"00S000100000",0,116,3500
"7839","4121",810,"00S000100000",0,0,80.78
"7840","4121",810,"00S000100000",0,0,120.02
"7841","4121",810,"00S000100000",0,0,47.25
"7842","5968",810,"00S000100000",0,0,820
"7843","4814",812,"00S000100000",3000,191,3000
"7844","6012",810,"00S000100000",0,100,3000
"7845","4900",810,"00S000100000",0,0,500
"7846","5399",810,"00S000100000",0,191,192
"7847","5399",810,"00S000100000",0,0,184
"7848","5399",810,"00S000100000",0,0,453
"7849","5814",810,"00S000100000",0,0,627
"7850","5735",810,"00S000100000",0,100,159
"7851","6540",810,"00S000100000",0,0,99
"7852","4814",810,"00S000100000",0,0,357
"7853","5399",810,"00S000100000",0,0,3000
"7854","4814",810,"00S000100000",0,0,620
"7855","4511",810,"00S000100000",0,0,400
"7856","4814",810,"00S000100000",0,0,343
"7857","4722",810,"00S000100000",0,116,6745
"7858","4900",810,"00S000100000",0,0,1287.55
"7859","6540",810,"00S000100000",0,0,10000
"7860","6540",810,"00S000100000",0,0,3000
"7861","4722",812,"00S000100000",3000,0,600
"7862","4814",812,"00S000100000",3000,0,200
"7863","6012",810,"00S000100000",0,100,500
"7864","5399",810,"00S000100000",0,0,5000
"7865","6012",810,"00S000100000",0,100,500
"7866","4814",812,"00S000100000",3000,0,5000
"7867","4814",810,"00S000100000",0,0,500
"7868","4814",810,"00S000100000",0,0,500
"7869","5399",812,"00S000100000",3000,0,264
"7870","4900",812,"00S000100000",3000,0,5320
"7871","4812",812,"00S000100000",3000,0,200
"7872","4812",810,"00S000100000",0,0,200
"7873","5399",812,"00S000100000",3000,0,350
"7874","4812",810,"00S000100000",0,0,635
"7875","4812",812,"00S000100000",3000,0,335
"7876","4722",810,"00S000100000",0,0,1160
"7877","4722",810,"00S000100000",0,0,2170
"7878","4121",810,"00S000100000",0,0,599
"7879","4814",812,"00S000100000",3000,0,1100
"7880","5399",812,"00S000100000",3000,0,851.2
"7881","4814",810,"00S000100000",0,0,3000
"7882","5814",810,"00S000100000",0,0,310
"7883","9399",810,"00S000100000",0,0,997.42
"7884","5399",810,"00S000100000",0,0,808.3
"7885","4511",812,"00S000100000",3000,101,5149
"7886","5735",810,"00S000100000",0,100,76
"7887","4112",810,"00S000100000",0,0,2941.17
"7888","4814",812,"00S000100000",3000,0,500
"7889","4112",810,"00S000100000",0,0,1390
"7890","5735",810,"00S000100000",0,100,75
"7891","4814",810,"00S000100000",0,0,290
"7892","5812",810,"00S000100000",0,0,745
"7893","5399",810,"00S000100000",0,0,600
"7894","4814",810,"00S000100000",0,0,45
"7895","4814",810,"00S000100000",0,0,20
"7896","4722",810,"00S000100000",0,0,1592
"7897","5399",810,"00S000100000",0,0,1500
"7898","4121",810,"00S000100000",0,0,599
"7899","5735",810,"00S000100000",0,100,75
"7900","5735",810,"00S000100000",0,100,799
"7901","5735",810,"00S000100000",0,100,76
"7902","4814",810,"00S000100000",0,0,5700
"7903","4112",810,"00S000100000",0,0,135
"7904","4814",810,"00S000100000",0,0,1500
"7905","4112",810,"00S000100000",0,0,1165
"7906","4814",810,"00S000100000",0,0,30
"7907","7832",810,"00S000100000",0,0,498.4
"7908","7399",810,"00S000100000",0,0,248
"7909","4814",810,"00S000100000",0,0,240
"7910","4814",810,"00S000100000",0,0,4500
"7911","4112",810,"00S000100000",0,0,285.95
"7912","4112",812,"00S000100000",0,0,97.02
"7913","5399",810,"00S000100000",0,0,5500
"7914","7399",810,"00S000100000",0,0,2245
"7915","4814",810,"00S000100000",0,0,236.02
"7916","4814",810,"00S000100000",0,0,209.88
"7917","5399",810,"00S000100000",0,0,1300
"7918","5399",810,"00S000100000",0,0,12000
"7919","4121",810,"00S000100000",0,0,373.62
"7920","4121",810,"00S000100000",0,0,167.96
"7921","5399",810,"00S000100000",0,0,410
"7922","4814",812,"00S000100000",3000,0,300
"7923","5735",810,"00S000100000",0,0,2499
"7924","4112",810,"00S000100000",0,0,1690
"7925","4112",812,"00S000100000",3000,0,2707.51
"7926","5812",810,"00S000100000",0,0,560
"7927","4121",810,"00S000100000",0,0,300
"7928","4121",810,"00S000100000",0,0,200
"7929","5399",810,"00S000100000",0,0,5200
"7930","5399",812,"00S000100000",0,0,413
"7931","4900",812,"00S000100000",0,0,610
"7932","5812",812,"00S000100000",3000,0,500
"7933","5735",810,"00S000100000",0,100,76
"7934","5735",810,"00S000100000",0,191,76
"7935","5735",810,"00S000100000",0,100,76
"7936","5735",810,"00S000100000",0,191,76
"7937","4722",812,"00S000100000",3000,0,1890
"7938","8398",812,"00S000100000",0,0,207
"7939","4814",810,"00S000100000",0,191,1
"7940","4814",810,"00S000100000",0,0,5000
"7941","5812",810,"00S000100000",0,0,144
"7942","5411",812,"00S000100000",3000,0,1098
"7943","5399",812,"00S000100000",3000,0,1068
"7944","4814",810,"00S000100000",0,0,249
"7945","7922",812,"00S000100000",3000,0,1636.16
"7946","4814",810,"00S000100000",0,0,600
"7947","4814",810,"00S000100000",0,0,100
"7948","4814",810,"00S000100000",0,0,71
"7949","8398",810,"00S000100000",0,0,3600
"7950","4112",810,"00S000100000",0,0,2849.26
"7951","4814",810,"00S000100000",0,0,2800
"7952","4112",810,"00S000100000",0,0,2930.96
"7953","5399",810,"00S000100000",0,0,1000
"7954","4814",810,"00S000100000",0,0,10354
"7955","4814",810,"00S000100000",0,0,5000
"7956","5399",810,"00S000100000",0,0,100
"7957","4121",810,"00S000100000",0,0,408
"7958","7399",810,"00S000100000",0,0,1210
"7959","7994",810,"00S000100000",0,100,200
"7960","5732",810,"00S000100000",0,0,349
"7961","4112",810,"00S000100000",0,0,2471.4
"7962","9399",810,"00S000100000",0,0,1231.78
"7963","5942",812,"00S000100000",3000,0,16999
"7964","7399",810,"00S000100000",0,0,16999
"7965","4814",810,"00S000100000",0,0,640
"7966","5651",810,"00S000100000",0,0,2550
"7967","7399",810,"00S000100000",0,0,599
"7968","5310",810,"00S000100000",0,0,2550
"7969","5912",812,"00S000100000",0,0,756
"7970","4814",812,"00S000100000",3000,0,500
"7971","7011",812,"00S000100000",3000,0,840
"7972","5812",810,"00S000100000",0,0,351.9
"7973","4112",810,"00S000100000",0,0,565
"7974","4112",810,"00S000100000",0,0,200
"7975","4722",812,"00S000100000",3000,0,603
"7976","4722",810,"00S000100000",0,0,1673
"7977","9399",810,"00S000100000",0,0,423.15
"7978","4814",810,"00S000100000",0,0,3000
"7979","4121",810,"00S000100000",0,0,400
"7980","5999",812,"00S000100000",0,0,50
"7981","5812",810,"00S000100000",0,0,190
"7982","4814",810,"00S000100000",0,0,10000
"7983","4900",810,"00S000100000",0,0,1489.49
"7984","5399",810,"00S000100000",0,0,4100
"7985","5944",812,"00S000100000",3000,0,5000
"7986","4814",810,"00S000100000",0,0,400
"7987","4131",810,"00S000100000",0,0,1155
"7988","4814",810,"00S000100000",0,0,508
"7989","7399",810,"00S000100000",0,0,5000
"7990","4814",812,"00S000100000",3000,101,224
"7991","4814",812,"00S000100000",3000,0,224
"7992","4814",810,"00S000100000",0,0,13990
"7993","4814",810,"00S000100000",0,0,16000
"7994","5814",810,"00S000100000",0,0,160
"7995","4814",810,"00S000100000",0,116,152
"7996","4112",810,"00S000100000",0,0,434.03
"7997","4112",810,"00S000100000",0,0,434.03
"7998","4814",810,"00S000100000",0,0,149
"7999","4814",810,"00S000100000",0,0,5000
"8000","4814",810,"00S000100000",0,0,5000
"8001","5399",812,"00S000100000",3000,0,274
"8002","5411",812,"00S000100000",3000,0,1153
"8003","6012",810,"00S000100000",0,100,2000
"8004","6012",810,"00S000100000",0,100,2000
"8005","5399",810,"00S000100000",0,0,2000
"8006","7372",812,"00S000100000",0,0,12800
"8007","4814",810,"00S000100000",0,0,349
"8008","4814",810,"00S000100000",0,0,83
"8009","5814",810,"00S000100000",0,116,125
"8010","9399",812,"00S000100000",3000,0,1689.67
"8011","4814",810,"00S000100000",0,0,504
"8012","5399",810,"00S000100000",0,0,510
"8013","4814",810,"00S000100000",0,191,504
"8014","4814",810,"00S000100000",0,0,1900
"8015","6540",812,"00S000100000",0,116,2500
"8016","6540",812,"00S000100000",0,116,4500
"8017","4814",810,"00S000100000",0,0,400
"8018","4722",810,"00S000100000",0,0,3946
"8019","5399",810,"00S000100000",0,0,120
"8020","5399",810,"00S000100000",0,0,120
"8021","4131",810,"00S000100000",0,0,6798
"8022","9399",810,"00S000100000",0,0,5100
"8023","4722",810,"00S000100000",0,0,70000
"8024","4131",810,"00S000100000",0,0,577.5
"8025","4722",812,"00S000100000",3000,0,698
"8026","4131",812,"00S000100000",3000,0,1027
"8027","4814",810,"00S000100000",0,0,225.91
"8028","4814",810,"00S000100000",0,100,300
"8029","4900",810,"00S000100000",0,0,1100
"8030","5735",810,"00S000100000",0,100,76
"8031","4121",810,"00S000100000",0,0,524.41
"8032","5732",810,"00S000100000",0,0,399
"8033","4814",810,"00S000100000",0,0,500
"8034","5651",810,"00S000100000",0,0,848.42
"8035","4121",810,"00S000100000",0,0,416.3
"8036","7922",812,"00S000100000",3000,0,926.08
"8037","4814",810,"00S000100000",0,0,707
"8038","5399",810,"00S000100000",0,116,10000
"8039","4814",810,"00S000100000",0,116,5000
"8040","5399",810,"00S000100000",0,116,4000
"8041","5399",810,"00S000100000",0,0,5000
"8042","6012",810,"00S000100000",0,100,5000
"8043","5399",810,"00S000100000",0,116,4000
"8044","4814",810,"00S000100000",0,116,5000
"8045","5399",810,"00S000100000",0,0,200
"8046","5411",810,"00S000100000",0,0,2000
"8047","4900",810,"00S000100000",0,0,1197
"8048","5399",810,"00S000100000",0,0,100
"8049","4814",810,"00S000100000",0,0,216.58
"8050","5947",810,"00S000100000",0,0,198.5
"8051","4511",810,"00S000100000",0,0,299
"8052","4814",810,"00S000100000",0,100,459
"8053","5399",812,"00S000100000",3000,0,1607.5
"8054","5399",810,"00S000100000",0,0,5000
"8055","5399",810,"00S000100000",0,0,2000
"8056","4900",810,"00S000100000",0,0,163
"8057","7941",810,"00S000100000",0,0,350
"8058","5812",810,"00S000100000",0,0,154
"8059","5399",810,"00S000100000",0,0,500
"8060","5964",812,"00S000100000",0,0,73.93
"8061","4121",810,"00S000100000",0,191,200
"8062","4112",810,"00S000100000",0,0,490.2
"8063","4112",810,"00S000100000",0,101,490.2
"8064","4814",810,"00S000100000",0,0,230
"8065","5399",812,"00S000100000",3000,0,348
"8066","5812",810,"00S000100000",0,0,312
"8067","5399",810,"00S000100000",0,0,701
"8068","4814",810,"00S000100000",0,0,81
"8069","7922",812,"00S000100000",3000,0,352.38
"8070","5732",810,"00S000100000",0,0,1494
"8071","4722",812,"00S000100000",3000,0,2232
"8072","7922",812,"00S000100000",3000,0,841
"8073","7994",810,"00S000100000",0,100,579
"8074","7994",810,"00S000100000",0,100,10000
"8075","4814",810,"00S000100000",0,0,10000
"8076","4900",810,"00S000100000",0,0,1564
"8077","5814",810,"00S000100000",0,0,231
"8078","5735",810,"00S000100000",0,0,189
"8079","4814",810,"00S000100000",0,0,200
"8080","4814",810,"00S000100000",0,0,100
"8081","4900",810,"00S000100000",0,0,2092.4
"8082","5732",810,"00S000100000",0,0,21
"8083","5735",810,"00S000100000",0,100,369
"8084","5399",810,"00S000100000",0,0,2750
"8085","4814",810,"00S000100000",0,0,400
"8086","8211",810,"00S000100000",0,0,10269.65
"8087","4814",810,"00S000100000",0,0,528.92
"8088","5399",810,"00S000100000",0,0,300
"8089","5814",810,"00S000100000",0,0,369
"8090","5812",810,"00S000100000",0,0,249
"8091","4722",810,"00S000100000",0,0,674
"8092","4131",810,"00S000100000",0,0,379.05
"8093","4121",810,"00S000100000",0,0,156.86
"8094","4814",810,"00S000100000",0,0,1000
"8095","4899",810,"00S000100000",0,0,435
"8096","4814",810,"00S000100000",0,0,210
"8097","5399",810,"00S000100000",0,0,13300
"8098","4814",810,"00S000100000",0,0,12000
"8099","5422",810,"00S000100000",0,0,297
