"X","Merchant.Category.Code","POS.Entry.Mode","POS_DATA","PROCESSING_CODE","Response.Code","Transaction.Amount"
"159","5968",0,"000030100000",0,0,12.99
"160","5968",0,"000030100000",0,0,12.99
"161","7221",0,"000030100000",0,116,200
"162","4899",0,"000030100000",0,0,1
"163","5968",0,"000030100000",0,0,12.99
"164","5045",0,"000030100000",0,100,4672.8
"165","5968",0,"000030100000",0,100,12.99
"166","5734",0,"000030100000",0,100,96.5
"167","4899",0,"000030100000",0,0,9.99
"168","4816",0,"000030100000",0,100,171.99
"169","4816",0,"000030100000",0,100,171.99
"170","5734",0,"000030100000",0,100,23.6
"171","8211",0,"000030100000",0,0,29.95
"172","5999",0,"000030100000",0,0,1140.95
"173","4789",0,"000030100000",0,0,29.1
"174","7311",0,"000030100000",0,0,1180
"175","4899",0,"000030100000",0,100,10.99
"176","4899",0,"000030100000",0,100,10.99
"177","5968",0,"000030100000",0,0,12.99
"178","7996",0,"000030100000",0,116,1267.4
"179","7996",0,"000030100000",0,116,1267.4
"180","8699",0,"000030100000",0,100,3.25
"181","5999",0,"000030100000",0,0,12223
"182","4899",0,"000030100000",0,0,11.99
"183","5968",0,"000030100000",0,100,2499
"184","5734",0,"000030100000",0,0,11.95
"185","5968",0,"000030100000",0,0,9.56
"186","5968",0,"000030100000",0,100,12.99
"187","5968",0,"000030100000",0,0,14.19
"188","5968",0,"000030100000",0,0,12.99
"189","5045",0,"000030100000",0,0,204
"190","5968",0,"000030100000",0,100,12.99
"191","5968",0,"000030100000",0,100,14.16
"192","7392",0,"000030100000",0,100,50
"193","5968",0,"000030100000",0,0,12.99
"194","7311",0,"000030100000",0,0,1151
"195","7311",0,"000030100000",0,0,30
"196","5968",0,"000030100000",0,100,12.99
"197","5967",0,"000030100000",0,0,39.95
"198","7372",0,"000030100000",0,100,1875.64
"199","7311",0,"000030100000",0,0,1600
"200","5968",0,"000030100000",0,0,12.99
"201","5968",0,"000030100000",0,0,12.99
"202","5999",0,"000030100000",0,0,24159.94
"203","5968",0,"000030100000",0,0,119
"204","5999",0,"000030100000",0,101,3596.79
"205","4899",0,"000030100000",0,100,650
"206","4899",0,"000030100000",0,0,800
"207","4899",0,"000030100000",0,100,1
"208","5968",0,"000030100000",0,100,12.99
"209","4814",0,"000030100000",0,0,9.99
"210","5045",0,"000030100000",0,0,1557.6
"211","5968",0,"000030100000",0,100,12.99
"212","5968",0,"000030100000",0,100,12.99
"213","4899",0,"000030100000",0,0,800
"214","5968",0,"000030100000",0,0,1
"215","5968",0,"000030100000",0,116,53.1
"216","5968",0,"000030100000",0,0,24.98
"217","5045",0,"000030100000",0,0,14.18
"218","5968",0,"000030100000",0,100,196
"219","7372",0,"000030100000",0,100,14
"220","5968",0,"000030100000",0,0,42.48
"221","7311",0,"000030100000",0,0,25778.67
"222","4816",0,"000030100000",0,0,22
"223","4899",0,"000030100000",0,116,500
"224","5999",0,"000030100000",0,116,10000
"225","5968",0,"000030100000",0,100,12.99
"226","7321",0,"000030100000",0,0,16.95
"227","5968",0,"000030100000",0,100,10.65
"228","4814",0,"000030100000",0,0,9
"229","4816",0,"000030100000",0,100,20
"230","4899",0,"000030100000",0,0,1
"231","4899",0,"000030100000",0,101,1
"232","4814",0,"000030100000",0,0,43.21
"233","5977",0,"000030100000",0,100,1170
"234","5968",0,"000030100000",0,0,7.99
"235","7372",0,"000030100000",3000,0,20.83
"236","4899",0,"000030100000",0,0,11
"237","5968",0,"000030100000",0,0,12.99
"238","7311",0,"000030100000",0,100,2454.71
"239","7311",0,"000030100000",0,100,2454.71
"240","5968",0,"000030100000",0,100,182.53
"241","5999",0,"000030100000",0,0,50
"242","8398",0,"000030100000",0,0,28
"243","5815",0,"000030100000",0,100,1
"244","5999",0,"000030100000",0,116,12671.95
"245","4899",0,"000030100000",0,0,650
"246","5999",0,"000030100000",0,0,1178.08
"247","7311",0,"000030100000",0,100,3550
"248","5968",0,"000030100000",0,116,12.99
"249","4899",0,"000030100000",0,0,650
"250","5734",0,"000030100000",0,0,71.88
"251","5045",0,"000030100000",0,116,10006.4
"252","5045",0,"000030100000",0,0,221.91
"253","3026",0,"000030100000",0,0,87347
"254","3026",0,"000030100000",0,0,87347
"255","3026",0,"000030100000",0,0,87347
"256","3026",0,"000030100000",0,101,87347
"257","3020",0,"000030100000",0,0,14263
"258","3020",0,"000030100000",0,0,28535
"259","3020",0,"000030100000",0,0,13062
"260","3020",0,"000030100000",0,0,17332
"261","3020",0,"000030100000",0,0,14038
"262","3040",0,"000030100000",0,0,16478
"263","3020",0,"000030100000",0,0,11373
"264","3034",0,"000030100000",0,0,32542
"265","5734",0,"000030100000",0,100,36
"266","4816",0,"000030100000",0,0,5.89
"267","4816",0,"000030100000",0,0,55.2
"268","5967",102,"000340700000",920000,0,249.53
"269","5967",102,"000340700000",920000,0,1483.5
"270","5967",102,"000340700000",920000,0,3040.97
"271","7011",0,"00001.00E+11",0,0,364.44
"272","4411",0,"00001.00E+11",0,0,1.3
"273","4511",0,"00001.00E+11",0,0,5704
"274","4511",0,"00001.00E+11",0,0,5028
"275","3058",0,"00001.00E+11",0,0,25
"276","3008",0,"00001.00E+11",0,0,9925
"277","3056",0,"00001.00E+11",0,0,3376
"278","3056",0,"00001.00E+11",0,0,3099
"279","3075",0,"00001.00E+11",0,0,15
"280","4511",0,"00001.00E+11",0,0,5815
"281","3020",0,"00001.00E+11",0,0,3646
"282","4511",0,"00001.00E+11",0,0,7478
"283","3020",0,"00001.00E+11",0,0,6593
"284","3020",0,"00001.00E+11",0,0,2340
"285","3020",0,"00001.00E+11",0,0,12474
"286","3034",0,"00001.00E+11",0,0,77473
"287","4511",0,"00001.00E+11",0,0,5815
"288","3020",0,"00001.00E+11",0,0,4729
"289","4511",0,"00001.00E+11",0,0,5815
"290","4511",0,"00001.00E+11",0,100,6948
"291","4511",0,"00001.00E+11",0,100,6948
"292","3056",0,"00001.00E+11",0,100,3021
"293","3020",0,"00001.00E+11",0,100,48805
"294","3056",0,"00001.00E+11",0,0,24497
"295","4511",0,"00001.00E+11",0,0,21673
"296","3056",0,"00001.00E+11",0,0,15352
"297","7311",0,"00001.00E+11",0,101,237.96
"298","7311",0,"00001.00E+11",0,101,281.24
"299","5968",0,"00001.00E+11",0,0,5782
"300","5968",0,"00001.00E+11",0,0,2832
"301","5968",0,"00001.00E+11",0,0,5782
"302","5968",0,"00001.00E+11",0,0,4900
"303","5968",0,"00001.00E+11",0,0,1652
"304","4899",0,"00001.00E+11",0,101,1
"305","4899",0,"00001.00E+11",0,101,1
"306","4899",0,"00001.00E+11",0,101,1
"307","5968",0,"00001.00E+11",0,0,2832
"308","4899",0,"00001.00E+11",0,0,1
"309","4899",0,"00001.00E+11",0,0,17.99
"310","5968",0,"00001.00E+11",0,100,1
"311","5968",0,"00001.00E+11",0,0,1652
"312","5968",0,"00001.00E+11",0,0,1652
"313","5734",0,"00001.00E+11",0,100,32.25
"314","5968",0,"00001.00E+11",0,0,2832
"315","5968",0,"00001.00E+11",0,0,1652
"316","4899",0,"00001.00E+11",0,0,13.98
"317","5968",0,"00001.00E+11",0,116,1652
"318","4899",0,"00001.00E+11",0,100,650
"319","5968",0,"00001.00E+11",0,116,1652
"320","4814",12,"00001.00E+11",0,101,6.85
"321","4899",0,"00001.00E+11",0,0,7.99
"322","4816",0,"00001.00E+11",0,0,824.82
"323","4411",0,"00001.00E+11",0,0,14.47
"324","4121",0,"00001.00E+11",0,0,4863
"325","7399",0,"00001.00E+11",0,0,299
"326","5968",0,"00001.00E+11",0,0,650
"327","7829",0,"00001.00E+11",0,0,199
"328","3056",0,"00001.00E+11",0,0,8025
"329","5964",0,"00001.00E+11",0,0,126
"330","4784",0,"00001.00E+11",0,0,25
"331","4814",0,"00001.00E+11",0,0,2000
"332","8999",0,"00001.00E+11",0,100,75
"333","8999",0,"00001.00E+11",0,100,39.9
"334","4814",0,"00001.00E+11",0,100,588.69
"335","5815",0,"00001.00E+11",0,0,8.99
"336","4814",0,"00001.00E+11",0,0,1000
"337","4121",0,"00001.00E+11",0,0,1999
"338","5814",0,"00001.00E+11",0,0,149
"339","4814",0,"00001.00E+11",0,100,2000
"340","5734",0,"00001.00E+11",3000,0,30
"341","4814",0,"00001.00E+11",0,0,1000
"342","7829",0,"00001.00E+11",0,0,199
"343","5968",0,"00001.00E+11",0,0,500
"344","5733",0,"00001.00E+11",0,100,99
"345","4121",0,"00001.00E+11",3000,0,19
"346","5968",0,"00001.00E+11",0,0,650
"347","5968",0,"00001.00E+11",0,101,500
"348","6300",0,"00001.00E+11",0,0,5624
"349","5734",0,"00001.00E+11",0,100,1995.38
"350","5734",0,"00001.00E+11",0,100,1995.38
"351","4814",0,"00001.00E+11",0,100,500
"352","4814",0,"00001.00E+11",0,0,2000
"353","5968",0,"00001.00E+11",0,0,650
"354","4814",0,"00001.00E+11",0,100,588.64
"355","4814",0,"00001.00E+11",0,100,500
"356","4899",0,"00001.00E+11",0,0,480
"357","5968",0,"00001.00E+11",0,0,650
"358","4814",0,"00001.00E+11",0,100,527.46
"359","5734",0,"00001.00E+11",0,100,5799
"360","5968",0,"00001.00E+11",0,0,650
"361","4814",0,"00001.00E+11",0,100,1000
"362","4814",0,"00001.00E+11",0,100,500
"363","7399",0,"00001.00E+11",0,0,1563.5
"364","4121",0,"00001.00E+11",0,0,458
"365","4900",0,"00001.00E+11",0,0,771
"366","4814",0,"00001.00E+11",0,0,550
"367","4814",0,"00001.00E+11",0,0,1000
"368","4814",0,"00001.00E+11",0,0,1000
"369","4814",0,"00001.00E+11",0,100,1000
"370","5968",0,"00001.00E+11",0,0,707
"371","4814",0,"00001.00E+11",0,100,6606.82
"372","5734",0,"00001.00E+11",0,116,29
"373","5968",0,"00001.00E+11",0,0,650
"374","4899",0,"00001.00E+11",0,0,169
"375","4814",0,"00001.00E+11",0,116,1000
"376","4814",0,"00001.00E+11",0,100,394.84
"377","5968",0,"00001.00E+11",0,0,650
"378","4814",0,"00001.00E+11",0,0,1000
"379","5968",0,"00001.00E+11",0,0,650
"380","4814",0,"00001.00E+11",0,0,100
"381","4814",0,"00001.00E+11",0,100,1500
"382","4814",0,"00001.00E+11",0,100,1000
"383","5968",0,"00001.00E+11",0,100,500
"384","4899",0,"00001.00E+11",0,0,50
"385","5399",0,"00001.00E+11",0,0,2948.82
"386","5968",0,"00001.00E+11",0,100,650
"387","4814",0,"00001.00E+11",0,100,2017.68
"388","7311",0,"00001.00E+11",0,0,199
"389","5968",0,"00001.00E+11",0,0,800
"390","4814",0,"00001.00E+11",0,0,450
"391","5733",0,"00001.00E+11",0,100,99
"392","4899",0,"00001.00E+11",0,0,1000
"393","7011",0,"00001.00E+11",0,116,2900
"394","4814",0,"00001.00E+11",0,100,1000
"395","4814",0,"00001.00E+11",0,100,1060.82
"396","4814",0,"00001.00E+11",0,0,1000
"397","5968",0,"00001.00E+11",0,0,500
"398","5968",0,"00001.00E+11",0,0,800
"399","4814",0,"00001.00E+11",0,100,293.78
"400","5968",0,"00001.00E+11",0,0,650
"401","7399",0,"00001.00E+11",0,0,899
"402","4814",0,"00001.00E+11",0,100,6445.38
"403","4814",0,"00001.00E+11",0,100,143.48
"404","4814",0,"00001.00E+11",0,100,143.48
"405","4814",0,"00001.00E+11",0,100,143.48
"406","4121",0,"00001.00E+11",0,0,1999
"407","5968",0,"00001.00E+11",0,0,650
"408","5968",0,"00001.00E+11",0,0,650
"409","5968",0,"00001.00E+11",0,0,800
"410","4814",0,"00001.00E+11",0,116,100
"411","5968",0,"00001.00E+11",0,100,650
"412","4814",0,"00001.00E+11",0,0,500
"413","4814",0,"00001.00E+11",0,0,200
"414","4814",0,"00001.00E+11",0,0,448
"415","5968",0,"00001.00E+11",0,0,800
"416","4814",0,"00001.00E+11",0,0,1000
"417","5968",0,"00001.00E+11",0,0,650
"418","4814",0,"00001.00E+11",0,0,1000
"419","4899",0,"00001.00E+11",0,0,3000
"420","5968",0,"00001.00E+11",0,0,650
"421","5968",0,"00001.00E+11",0,0,650
"422","7829",0,"00001.00E+11",0,0,199
"423","4814",0,"00001.00E+11",0,0,750
"424","5968",0,"00001.00E+11",0,0,2832
"425","4814",0,"00001.00E+11",0,100,1000
"426","5968",0,"00001.00E+11",0,0,500
"427","4814",0,"00001.00E+11",0,100,1000
"428","5968",0,"00001.00E+11",0,0,650
"429","7829",0,"00001.00E+11",0,0,199
"430","4814",0,"00001.00E+11",0,0,1182.72
"431","4814",0,"00001.00E+11",0,100,1000
"432","3010",0,"00001.00E+11",0,0,248.24
"433","5968",0,"00001.00E+11",0,0,650
"434","4814",0,"00001.00E+11",0,0,1000
"435","5734",0,"00001.00E+11",0,0,1596.54
"436","4899",0,"00001.00E+11",0,0,169
"437","5968",0,"00001.00E+11",0,0,500
"438","4814",0,"00001.00E+11",0,116,500
"439","4814",0,"00001.00E+11",0,100,921.58
"440","4814",0,"00001.00E+11",0,100,1000
"441","7372",0,"00001.00E+11",0,0,25
"442","5968",0,"00001.00E+11",0,0,800
"443","3056",0,"00001.00E+11",0,0,14000
"444","4814",0,"00001.00E+11",0,0,2000
"445","5968",0,"00001.00E+11",0,0,800
"446","5968",0,"00001.00E+11",0,0,800
"447","5968",0,"00001.00E+11",0,0,500
"448","4814",0,"00001.00E+11",0,0,1531.82
"449","4814",0,"00001.00E+11",0,100,1000
"450","4814",0,"00001.00E+11",0,0,1000
"451","5968",0,"00001.00E+11",0,0,650
"452","4814",0,"00001.00E+11",0,0,800
"453","5968",0,"00001.00E+11",0,0,800
"454","4814",0,"00001.00E+11",0,0,2000
"455","4814",0,"00001.00E+11",0,0,500
"456","5968",0,"00001.00E+11",0,0,1892.53
"457","4814",0,"00001.00E+11",0,100,470.22
"458","5734",0,"00001.00E+11",0,0,29
"459","5968",0,"00001.00E+11",0,0,800
"460","6513",0,"00001.00E+11",0,116,1123.13
"461","4814",0,"00001.00E+11",0,116,1000
"462","4814",0,"00001.00E+11",0,0,100
"463","5734",0,"00001.00E+11",0,100,12.99
"464","7829",0,"00001.00E+11",0,0,199
"465","5968",0,"00001.00E+11",0,0,1652
"466","4814",0,"00001.00E+11",0,100,117
"467","5968",0,"00001.00E+11",0,0,800
"468","4814",0,"00001.00E+11",0,100,2000
"469","5968",0,"00001.00E+11",0,0,800
"470","7829",0,"00001.00E+11",0,0,199
"471","5045",0,"00001.00E+11",0,116,99
"472","4121",0,"00001.00E+11",0,0,100
"473","3056",0,"00001.00E+11",0,0,6500
"474","4899",0,"00001.00E+11",0,0,169
"475","5968",0,"00001.00E+11",0,0,800
"476","7829",0,"00001.00E+11",0,0,199
"477","5499",0,"00001.00E+11",0,0,47.9
"478","5734",0,"00001.00E+11",0,0,10
"479","5734",0,"00001.00E+11",0,0,92.08
"480","5734",0,"00001.00E+11",0,0,62.92
"481","5734",0,"00001.00E+11",0,0,16.59
"482","3056",0,"00001.00E+11",0,0,7000
"483","4121",0,"00001.00E+11",0,0,1931
"484","5968",0,"00001.00E+11",0,0,800
"485","4121",0,"00001.00E+11",0,100,2798
"486","4814",0,"00001.00E+11",0,100,1049.54
"487","4814",0,"00001.00E+11",0,0,1000
"488","5968",0,"00001.00E+11",0,0,6140
"489","5968",0,"00001.00E+11",0,0,800
"490","5968",0,"00001.00E+11",0,100,800
"491","5734",0,"00001.00E+11",0,100,1196.52
"492","5734",0,"00001.00E+11",0,100,1196.52
"493","7829",0,"00001.00E+11",0,0,199
"494","4899",0,"00001.00E+11",0,0,169
"495","3056",0,"00001.00E+11",0,0,4520
"496","4511",0,"00001.00E+11",3000,0,6344
"497","5968",0,"00001.00E+11",0,0,2549
"498","5968",0,"00001.00E+11",0,0,650
"499","5968",0,"00001.00E+11",0,0,650
"500","5968",0,"00001.00E+11",0,0,1652
"501","4814",0,"00001.00E+11",0,0,1000
"502","4814",0,"00001.00E+11",0,0,2000
"503","5968",0,"00001.00E+11",0,0,800
"504","7829",0,"00001.00E+11",0,0,199
"505","4814",0,"00001.00E+11",0,100,430.86
"506","4814",0,"00001.00E+11",0,0,1000
"507","4121",0,"00001.00E+11",0,0,2998
"508","5968",0,"00001.00E+11",0,100,650
"509","4899",0,"00001.00E+11",0,0,169
"510","4814",0,"00001.00E+11",0,0,1000
"511","4814",0,"00001.00E+11",0,0,1000
"512","7399",0,"00001.00E+11",0,0,299
"513","4814",0,"00001.00E+11",0,0,2000
"514","4899",0,"00001.00E+11",0,0,169
"515","4814",0,"00001.00E+11",0,0,500
"516","4121",0,"00001.00E+11",0,0,92
"517","5968",0,"00001.00E+11",0,0,650
"518","4121",0,"00001.00E+11",0,0,599
"519","5815",0,"00001.00E+11",0,100,8.99
"520","5815",0,"00001.00E+11",0,100,8.99
"521","5968",0,"00001.00E+11",0,0,650
"522","4131",0,"00001.00E+11",0,0,153
"523","4814",0,"00001.00E+11",0,100,1000
"524","5968",0,"00001.00E+11",0,0,650
"525","5968",0,"00001.00E+11",0,0,800
"526","4814",0,"00001.00E+11",0,100,1000
"527","4814",0,"00001.00E+11",0,0,1000
"528","4814",0,"00001.00E+11",0,116,1296.82
"529","5968",0,"00001.00E+11",0,0,800
"530","4814",0,"00001.00E+11",0,0,1000
"531","4814",0,"00001.00E+11",0,100,1000
"532","4722",0,"00001.00E+11",0,0,1967
"533","5815",0,"00001.00E+11",0,0,149
"534","4899",0,"00001.00E+11",0,0,130
"535","5968",0,"00001.00E+11",0,0,500
"536","4814",0,"00001.00E+11",0,0,1500
"537","4814",0,"00001.00E+11",0,116,666.7
"538","4814",0,"00001.00E+11",0,0,300
"539","4121",0,"00001.00E+11",0,0,894
"540","4814",0,"00001.00E+11",0,100,1322.78
"541","4900",0,"00001.00E+11",0,0,565
"542","4814",0,"00001.00E+11",0,0,1000
"543","4121",0,"00001.00E+11",0,0,810
"544","4814",0,"00001.00E+11",0,0,500
"545","4899",0,"00001.00E+11",0,0,50
"546","4814",0,"00001.00E+11",0,116,1000
"547","4814",0,"00001.00E+11",0,100,1000
"548","8299",0,"00001.00E+11",0,0,3273
"549","4121",0,"00001.00E+11",0,0,149
"550","4814",0,"00001.00E+11",0,0,140
"551","4814",0,"00001.00E+11",0,0,100
"552","5968",0,"00001.00E+11",0,100,800
"553","4814",0,"00001.00E+11",0,116,1000
"554","4814",0,"00001.00E+11",0,100,1000
"555","7829",0,"00001.00E+11",0,116,199
"556","5968",0,"00001.00E+11",0,0,800
"557","4814",0,"00001.00E+11",0,0,378.38
"558","5968",0,"00001.00E+11",0,0,650
"559","4899",0,"00001.00E+11",0,0,1000
"560","4899",0,"00001.00E+11",0,0,1000
"561","7372",0,"00001.00E+11",0,0,2495.9
"562","4814",0,"00001.00E+11",0,100,1000
"563","7997",0,"00001.00E+11",0,100,22.6
"564","7399",0,"00001.00E+11",0,0,708
"565","4814",0,"00001.00E+11",0,0,710
"566","4814",0,"00001.00E+11",0,100,100
"567","4814",0,"00001.00E+11",0,0,1900
"568","7399",0,"00001.00E+11",0,0,1679
"569","5734",0,"00001.00E+11",0,100,1596.54
"570","5734",0,"00001.00E+11",0,100,1596.54
"571","5968",0,"00001.00E+11",0,0,650
"572","4814",0,"00001.00E+11",0,0,1500
"573","4814",0,"00001.00E+11",0,100,1000
"574","5968",0,"00001.00E+11",0,0,650
"575","5968",0,"00001.00E+11",0,0,500
"576","4814",0,"00001.00E+11",0,100,1000
"577","5968",0,"00001.00E+11",0,0,650
"578","4814",0,"00001.00E+11",0,0,1000
"579","4121",0,"00001.00E+11",3000,0,87
"580","4121",0,"00001.00E+11",3000,0,111
"581","5968",0,"00001.00E+11",0,0,650
"582","4814",0,"00001.00E+11",0,0,1899
"583","4814",0,"00001.00E+11",0,0,1999
"584","4121",0,"00001.00E+11",0,0,57
"585","4899",0,"00001.00E+11",0,0,50
"586","4814",0,"00001.00E+11",0,100,1000
"587","7399",0,"00001.00E+11",0,0,1679
"588","5968",0,"00001.00E+11",0,0,800
"589","4814",0,"00001.00E+11",0,0,2970
"590","4814",0,"00001.00E+11",0,116,411.82
"591","4814",0,"00001.00E+11",0,0,100
"592","8999",0,"00001.00E+11",0,0,75
"593","5968",0,"00001.00E+11",0,0,650
"594","4814",0,"00001.00E+11",0,0,140
"595","4814",0,"00001.00E+11",0,0,1000
"596","7399",0,"00001.00E+11",0,0,299
"597","5968",0,"00001.00E+11",0,100,8.85
"598","5734",0,"00001.00E+11",0,101,2705.6
"599","5734",0,"00001.00E+11",0,101,2705.6
"600","5968",0,"00001.00E+11",0,0,650
"601","4814",0,"00001.00E+11",0,0,5
"602","5968",0,"00001.00E+11",0,0,800
"603","4814",0,"00001.00E+11",0,116,1000
"604","4814",0,"00001.00E+11",0,100,100
"605","4814",0,"00001.00E+11",0,100,1000
"606","4814",0,"00001.00E+11",0,100,1619.74
